0.120638,7.609963385,20.35041,0.67264,102068.6
0.1057943,6.492858037,20.6908,0.6524629,102020.4
0.04596354,5.952548763,20.81636,0.645528,101813.1
0.00546875,6.051222923,20.76394,0.6278833,101898.8
0.00859375,6.404608262,20.83943,0.6356746,102022
0.182487,6.979017723,20.78366,0.6717878,101895
0.291276,6.676837896,20.97564,0.6893888,101834.2
0.3818685,6.583451691,20.93342,0.7018495,101863.8
0.5407552,6.905106573,21.41353,0.7087895,101992.4
0.4229492,6.876864329,21.85545,0.7115168,101888.6
0.447819,6.986799457,21.85097,0.7521878,101617
0.5414714,6.246782391,22.01467,0.7825178,101693.9
0.5115885,6.414197132,22.16098,0.8163232,101750.3
0.3617513,5.825191716,22.51152,0.8025176,101621.1
0.5164713,5.395328959,22.42523,0.8300895,101547.1
0.6230143,4.645942344,22.29386,0.8655236,101499.7
0.6341146,5.222899392,22.2313,0.8913177,101608.4
0.6289062,5.797654789,22.28809,0.9042139,101489.2
0.5473307,4.864554502,21.98582,0.9161425,101241
0.5874023,4.70402372,21.67567,0.8979534,101328.6
0.6910807,6.909436861,21.20288,0.8838712,101479.7
0.6605143,7.225330685,21.01895,0.8748909,101433.6
0.6917318,8.783424859,20.96018,0.8174777,101417.3
0.5547526,10.33716137,20.82837,0.7359226,101455.9
0.4789388,10.41590273,20.79982,0.6963111,101676.9
0.447168,10.31248967,20.63134,0.6612006,101626
0.4270833,10.59214687,20.20934,0.6653738,101515.8
0.4168945,11.03695694,20.08634,0.6610463,101626.6
0.5325521,11.21520198,19.77934,0.6753535,101789.4
0.539681,10.57588988,19.55709,0.6712643,101802
0.1726888,10.41677552,19.22505,0.6840105,101794.5
0.05260416,11.68181264,18.59231,0.7086478,101889.6
0.0797526,11.21181516,18.25148,0.7102167,102105
0.003222656,9.699845076,18.47032,0.6696407,102042.2
0.001660156,9.274343529,18.45892,0.6788693,101825.4
0.0483724,9.742740053,18.59892,0.6718771,101938.8
0.239681,9.815427318,18.56262,0.6709396,102100.3
0.219987,8.789419837,18.55189,0.6469836,102036.3
0.3616536,8.151588868,18.60516,0.6561482,102028.8
0.5904948,7.922791318,18.63241,0.6538699,102070.9
0.650651,7.439269118,18.84547,0.6553284,102205
0.415625,6.04588912,19.41807,0.6215641,102149
0.3699219,5.463450071,19.72753,0.6253278,101969.3
0.3626628,5.772076316,20.19922,0.6242994,102022.2
0.5297201,6.499785683,20.37239,0.6312371,102107.5
0.5285482,4.881987226,20.71899,0.636089,101987.6
0.4486654,4.922438438,20.74419,0.6535746,101911.8
0.2970378,5.056722929,20.6914,0.6755301,101861.2
0.305306,4.759284938,21.01253,0.6769637,102008
0.1667318,4.154348069,21.98065,0.6230579,101893.5
0.252474,3.553147167,22.06192,0.628535,101675.9
0.3055339,3.197128706,22.16628,0.6299789,101785.4
0.2473633,4.127965559,22.1834,0.6406033,101852.2
0.1029297,3.815403873,22.04236,0.6506704,101756.5
0.06735026,2.865515042,21.95989,0.6637984,101680.5
0.04733073,2.352492947,21.86637,0.6853644,101654.9
0.01529948,2.766933294,22.02994,0.6899112,101791.5
0.02128906,3.822093872,22.70822,0.6857645,101724.9
0.1854492,4.884069106,22.49222,0.7053899,101536
0.4431315,9.825381733,20.84625,0.8146322,101677.2
0.6904297,12.79212892,19.63444,0.8384416,101900.2
0.7593424,13.90354711,19.10774,0.8164153,101977.3
0.751595,14.15474372,18.60076,0.7860504,102000.7
0.7950846,13.69727773,18.25797,0.7650314,102116
0.7062826,13.5806374,18.01087,0.7714857,102366
0.6242839,13.02236767,17.87387,0.7821045,102337.9
0.6445638,13.18843953,17.50554,0.7927176,102172.7
0.6074544,14.37299379,17.25094,0.790653,102357.2
0.5929036,14.44659415,16.94658,0.791259,102577.7
0.7161133,13.33391444,16.75023,0.7857768,102578.6
0.6666992,11.95945932,16.85109,0.7669501,102565.9
0.6405599,11.58710494,16.79922,0.7589127,102637.2
0.6068034,11.3352992,16.94227,0.7586813,102786.7
0.4948242,10.56751845,17.71614,0.7370592,102687.1
0.5151042,10.29355145,17.82925,0.7382002,102434.4
0.5761393,10.20684124,18.15869,0.7388363,102549.1
0.5430338,10.24278486,18.42496,0.7380167,102747.5
0.596875,9.931049384,18.65899,0.7308958,102621.5
0.541276,9.13958073,19.02865,0.7184208,102522.8
